RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,57,19,2,18.0,18,0,0,100.0,-7,7,8,3,13,13.0,-7,9,9,30.0,48.0,15,3,3,86.0
Bad,64,164,7,70.0,16,2,1,89.0,69,6,4,18,1,11.0,0,4,4,89.0,-8.0,9,1,4,91.0
Bad,67,-8,2,17.0,11,0,0,100.0,-7,7,8,0,6,8.0,-7,2,2,65.0,-8.0,6,1,1,70.0
Good,69,207,1,79.0,21,2,2,100.0,-7,6,8,22,3,73.0,1,1,1,30.0,69.0,1,3,1,57.0
Good,85,140,11,75.0,16,0,0,100.0,-7,7,8,16,1,31.0,0,0,0,13.0,20.0,2,2,0,67.0
Bad,83,104,15,54.0,22,0,0,100.0,-7,7,8,22,0,45.0,0,0,0,57.0,52.0,2,3,0,56.0
Good,85,192,2,86.0,25,0,0,100.0,-7,7,8,29,2,41.0,-7,1,1,28.0,68.0,2,3,0,63.0
Good,88,360,3,115.0,26,0,0,100.0,-7,7,8,28,1,39.0,1,2,2,4.0,-8.0,4,1,0,45.0
Good,84,424,32,145.0,15,0,0,93.0,19,6,6,15,0,47.0,-8,0,0,1.0,14.0,2,2,0,57.0
Bad,76,10,2,7.0,2,0,0,100.0,-7,7,8,3,3,67.0,0,1,1,0.0,-8.0,0,1,-8,50.0
Bad,68,189,12,49.0,6,4,4,100.0,-7,6,8,6,0,50.0,0,1,1,62.0,90.0,1,2,-8,75.0
Bad,61,194,3,84.0,36,0,0,97.0,68,6,6,39,2,31.0,0,1,1,77.0,100.0,7,2,4,75.0
Good,61,308,3,67.0,58,1,1,98.0,10,0,2,71,8,21.0,4,1,1,53.0,41.0,3,3,0,64.0
Good,79,170,31,86.0,4,0,0,100.0,-7,7,8,4,0,25.0,-8,0,0,71.0,-8.0,3,1,1,100.0
Good,85,273,4,109.0,29,0,0,100.0,-7,7,8,29,2,17.0,0,0,0,1.0,-8.0,4,1,0,43.0
Bad,80,157,5,133.0,27,0,0,78.0,-8,6,6,22,1,48.0,-7,0,0,6.0,64.0,6,3,0,82.0
Good,65,202,20,82.0,29,0,0,97.0,1,4,6,30,0,43.0,9,0,0,33.0,9.0,4,4,0,73.0
Bad,81,287,4,105.0,23,0,0,100.0,-7,7,8,25,2,40.0,0,2,2,52.0,88.0,3,4,1,70.0
Good,74,189,1,59.0,42,0,0,100.0,-7,7,8,44,5,23.0,0,1,1,3.0,61.0,3,2,1,36.0
Good,83,187,2,75.0,30,0,0,100.0,-7,7,8,32,1,45.0,2,1,1,5.0,84.0,1,5,0,55.0
Bad,57,303,2,37.0,30,0,0,94.0,19,6,6,37,3,48.0,0,7,7,39.0,74.0,10,8,1,78.0
Good,68,373,2,105.0,33,0,0,91.0,4,4,6,34,2,50.0,21,0,0,36.0,70.0,3,3,1,55.0
Good,88,166,17,84.0,12,0,0,100.0,-7,7,8,12,0,17.0,13,0,0,0.0,-8.0,0,1,0,25.0
Bad,63,88,3,44.0,23,1,1,100.0,-7,6,8,23,2,57.0,1,3,3,99.0,83.0,5,5,3,91.0
Bad,72,61,11,36.0,13,0,0,100.0,-7,7,8,13,1,54.0,2,1,1,13.0,31.0,1,4,0,60.0
Bad,65,502,1,71.0,78,1,1,99.0,15,6,6,100,19,15.0,0,6,6,10.0,90.0,10,3,1,38.0
Good,78,176,2,64.0,27,1,0,93.0,15,6,5,29,2,24.0,0,3,3,12.0,94.0,4,2,0,40.0
Good,78,343,6,83.0,43,0,0,98.0,67,6,6,43,1,23.0,5,0,0,14.0,80.0,7,3,0,50.0
Good,64,320,2,96.0,40,0,0,93.0,24,6,6,42,2,37.0,0,7,7,35.0,77.0,14,2,1,80.0
Good,91,290,7,108.0,21,0,0,100.0,-7,7,8,43,1,14.0,-8,0,0,3.0,-8.0,3,1,0,50.0
Good,72,367,6,86.0,43,0,0,100.0,-7,7,8,64,3,14.0,8,0,0,19.0,69.0,9,3,2,50.0
Bad,70,172,4,73.0,12,0,0,75.0,43,6,6,12,1,33.0,-7,0,0,55.0,-8.0,4,1,1,83.0
Bad,57,156,4,71.0,13,3,2,75.0,6,0,2,16,1,56.0,-7,1,1,95.0,49.0,2,2,1,100.0
Bad,60,155,15,53.0,16,1,1,81.0,5,4,6,16,0,44.0,5,0,0,79.0,-8.0,5,1,2,86.0
Bad,73,214,16,97.0,27,0,0,96.0,46,6,6,17,0,18.0,0,4,4,35.0,77.0,6,2,1,60.0
Good,79,243,17,77.0,35,0,0,97.0,67,6,6,39,0,36.0,0,2,2,20.0,-8.0,4,1,0,56.0
Good,88,19,24,162.0,17,0,0,100.0,-7,7,8,5,0,18.0,-8,1,1,17.0,-8.0,4,1,0,45.0
Bad,59,442,0,115.0,21,2,2,68.0,3,0,2,26,2,27.0,0,1,1,33.0,70.0,5,3,1,63.0
Good,75,394,2,75.0,47,0,0,98.0,29,6,6,55,5,24.0,0,5,5,13.0,49.0,8,3,2,42.0
Bad,58,222,8,93.0,17,6,2,69.0,18,5,5,26,4,65.0,0,3,3,71.0,39.0,2,4,1,75.0
Good,91,290,6,111.0,12,0,0,100.0,-7,7,8,12,1,17.0,-7,1,1,0.0,-8.0,1,-8,0,13.0
Good,75,138,2,67.0,12,0,0,100.0,-7,7,8,13,2,31.0,0,2,2,33.0,62.0,3,3,0,75.0
Bad,56,127,10,46.0,13,0,0,92.0,4,4,6,13,1,54.0,0,1,1,88.0,75.0,5,3,2,89.0
Bad,62,77,9,43.0,9,2,1,64.0,14,6,2,11,1,64.0,0,0,0,-8.0,84.0,-8,4,-8,100.0
Bad,85,209,5,85.0,21,0,0,100.0,-7,7,8,21,1,57.0,-8,0,0,12.0,45.0,7,2,0,90.0
Bad,80,191,5,76.0,27,0,0,93.0,15,6,6,28,1,39.0,-7,2,2,3.0,36.0,3,2,0,67.0
Good,81,245,6,82.0,40,0,0,100.0,-7,7,8,40,2,40.0,5,0,0,11.0,89.0,5,3,0,73.0
Good,71,235,4,71.0,32,1,1,94.0,83,5,2,33,6,27.0,0,0,0,49.0,92.0,9,3,1,80.0
Good,90,176,30,103.0,10,0,0,100.0,-7,7,8,10,0,10.0,-8,0,0,6.0,-8.0,2,1,0,60.0
Good,62,240,5,104.0,24,0,0,92.0,3,4,6,24,2,33.0,0,0,0,61.0,68.0,6,2,3,69.0
Good,88,184,8,85.0,22,0,0,100.0,-7,6,7,22,1,41.0,4,1,1,10.0,92.0,1,2,0,60.0
Bad,66,204,6,89.0,20,0,0,100.0,-7,7,8,20,1,40.0,0,1,1,90.0,100.0,2,2,1,100.0
Bad,66,337,7,112.0,38,0,0,98.0,8,4,6,40,1,28.0,0,1,1,46.0,81.0,8,4,3,71.0
Bad,82,153,9,54.0,18,0,0,100.0,-7,7,8,18,1,44.0,14,0,0,9.0,-8.0,2,1,0,38.0
Good,71,310,1,123.0,21,0,0,96.0,71,6,6,23,3,26.0,0,3,3,73.0,70.0,5,2,1,58.0
Good,81,137,1,56.0,22,1,0,92.0,36,6,5,24,3,21.0,7,0,0,3.0,-8.0,3,1,0,50.0
Good,71,211,2,74.0,28,0,0,93.0,4,4,6,30,4,20.0,3,2,2,12.0,82.0,7,2,0,60.0
Bad,71,86,3,31.0,22,0,0,100.0,-7,7,8,22,8,45.0,0,3,2,64.0,91.0,3,6,1,75.0
Bad,60,63,7,31.0,5,1,1,83.0,25,6,2,6,1,33.0,0,2,2,91.0,83.0,2,2,1,100.0
Good,85,167,2,58.0,11,0,0,100.0,-7,7,8,12,2,42.0,-7,2,2,15.0,-8.0,2,1,0,75.0
Good,75,191,5,97.0,28,0,0,97.0,1,6,6,30,1,28.0,5,1,1,3.0,37.0,5,3,0,47.0
Good,65,29,9,18.0,10,0,0,100.0,-7,7,8,10,3,40.0,0,5,5,38.0,68.0,5,3,0,89.0
Bad,64,-8,1,47.0,23,3,3,100.0,-7,0,8,26,3,15.0,-7,2,2,49.0,83.0,9,2,1,61.0
Bad,50,54,4,19.0,16,0,0,94.0,4,4,6,17,7,29.0,0,0,0,89.0,42.0,4,2,3,75.0
Bad,69,147,3,65.0,38,0,0,100.0,-7,7,8,41,4,44.0,1,4,4,51.0,73.0,3,3,1,46.0
Good,62,101,1,39.0,12,0,0,92.0,41,6,6,13,3,0.0,0,3,3,59.0,-8.0,6,-8,2,86.0
Good,83,375,18,143.0,13,0,0,92.0,35,6,6,13,0,15.0,-8,0,0,6.0,-8.0,1,-8,0,33.0
Bad,61,59,4,17.0,9,0,0,100.0,-7,7,8,9,4,22.0,0,8,8,89.0,90.0,3,2,2,100.0
Bad,57,47,3,31.0,9,1,1,80.0,13,6,6,11,1,40.0,0,0,0,72.0,100.0,3,2,1,83.0
Bad,84,149,6,72.0,26,0,0,100.0,-7,7,8,27,1,44.0,-8,0,0,0.0,57.0,1,3,0,80.0
Bad,66,288,10,77.0,27,0,0,96.0,26,6,6,44,1,44.0,12,0,0,72.0,86.0,7,2,3,100.0
Bad,64,157,2,38.0,6,4,4,88.0,33,6,2,8,2,50.0,-7,1,1,34.0,95.0,3,2,0,83.0
Bad,54,266,5,99.0,54,0,0,96.0,11,4,6,56,2,43.0,2,3,3,58.0,67.0,12,6,3,69.0
Bad,68,122,13,63.0,20,0,0,91.0,2,4,6,23,0,65.0,0,1,1,0.0,49.0,0,6,-8,86.0
Good,58,122,4,55.0,38,1,1,98.0,2,1,3,41,5,44.0,0,3,3,4.0,94.0,3,3,0,46.0
Good,77,218,8,72.0,25,0,0,96.0,74,6,6,25,3,52.0,2,1,1,32.0,69.0,3,4,0,64.0
Bad,81,185,13,70.0,8,0,0,100.0,-7,7,8,9,0,50.0,0,1,0,40.0,61.0,2,2,1,67.0
Good,73,85,6,40.0,17,1,0,94.0,11,3,5,18,2,28.0,10,0,0,10.0,-8.0,3,2,0,36.0
Good,81,162,13,66.0,17,0,0,100.0,-7,7,8,17,0,12.0,0,1,1,3.0,-8.0,2,1,0,43.0
Good,82,154,1,82.0,35,0,0,100.0,-7,7,8,36,5,42.0,0,1,1,12.0,100.0,2,2,0,44.0
Good,75,126,9,64.0,7,0,0,100.0,-7,7,8,7,1,57.0,0,0,0,101.0,59.0,2,3,2,100.0
Bad,40,166,3,100.0,12,11,7,48.0,1,0,2,23,1,17.0,3,5,5,72.0,-8.0,11,1,3,87.0
Good,58,199,37,83.0,23,0,0,78.0,6,4,6,23,0,17.0,0,0,0,98.0,2.0,12,2,8,93.0
Good,78,114,2,32.0,8,0,0,100.0,-7,7,8,9,3,67.0,1,2,2,39.0,69.0,1,1,0,67.0
Good,74,188,8,90.0,25,1,0,96.0,73,6,5,27,2,46.0,0,0,0,29.0,49.0,6,3,1,64.0
Good,84,245,10,113.0,16,0,0,94.0,17,6,6,17,1,12.0,-7,0,0,6.0,-8.0,2,-8,0,40.0
Good,62,236,18,88.0,26,0,0,88.0,10,4,6,45,0,23.0,2,3,3,49.0,57.0,10,2,2,75.0
Good,59,200,9,79.0,25,1,1,92.0,4,2,4,31,1,38.0,-7,1,1,78.0,74.0,3,3,2,86.0
Bad,68,125,9,95.0,14,3,3,94.0,58,0,2,16,1,50.0,7,0,0,14.0,97.0,2,2,0,57.0
Bad,68,126,3,63.0,29,0,0,97.0,36,6,6,29,3,17.0,3,2,2,79.0,-8.0,4,1,3,83.0
Bad,64,286,1,97.0,27,0,0,93.0,6,4,6,55,3,45.0,0,6,6,33.0,57.0,2,3,1,56.0
Bad,56,239,3,98.0,12,0,0,75.0,1,4,6,12,1,25.0,0,3,3,69.0,82.0,7,3,2,100.0
Bad,57,121,7,65.0,18,0,0,73.0,0,4,6,22,1,14.0,-7,0,0,56.0,48.0,9,2,3,92.0
Good,69,82,4,35.0,11,1,1,92.0,77,6,4,12,3,25.0,3,6,6,45.0,62.0,5,2,1,70.0
Good,72,202,4,110.0,18,1,1,100.0,-7,7,8,22,2,32.0,-7,0,0,16.0,92.0,2,2,0,80.0
Bad,65,148,1,64.0,42,1,0,82.0,11,4,5,45,4,60.0,1,4,4,13.0,65.0,3,8,2,75.0
Good,70,136,21,89.0,23,0,0,96.0,58,6,6,24,0,25.0,0,0,0,72.0,49.0,5,3,2,62.0
Good,80,88,8,48.0,16,0,0,100.0,-7,7,8,16,2,25.0,-7,0,0,3.0,-8.0,2,1,0,38.0
Bad,59,136,6,42.0,18,0,0,89.0,17,6,6,18,4,28.0,0,1,1,44.0,99.0,5,2,3,50.0
Good,71,245,6,62.0,33,1,0,97.0,10,3,5,34,1,24.0,-7,0,0,19.0,56.0,7,3,0,50.0
Bad,66,101,5,73.0,31,0,0,100.0,-7,7,8,20,1,10.0,-7,4,3,72.0,-8.0,15,1,10,75.0
Bad,60,130,1,48.0,11,5,5,92.0,38,0,6,12,1,25.0,0,2,2,74.0,83.0,4,1,1,100.0
Bad,65,256,3,96.0,42,0,0,91.0,26,6,6,46,3,30.0,3,1,1,56.0,88.0,11,3,2,67.0
Good,70,133,5,63.0,21,2,1,91.0,9,4,5,23,3,18.0,-7,0,0,16.0,-8.0,2,1,0,30.0
Bad,66,339,5,135.0,9,2,0,53.0,8,4,5,15,3,40.0,0,1,1,70.0,-8.0,2,2,0,83.0
Bad,76,138,15,70.0,16,0,0,100.0,-7,7,8,17,0,29.0,0,1,1,49.0,72.0,3,2,2,71.0
Good,81,160,14,76.0,13,0,0,92.0,26,6,6,13,0,46.0,4,1,1,16.0,64.0,2,3,0,71.0
Bad,85,-8,5,79.0,5,0,0,100.0,-7,7,8,0,1,40.0,1,2,2,19.0,-8.0,3,-8,1,100.0
Good,88,270,34,118.0,25,0,0,100.0,-7,7,8,29,0,52.0,0,1,1,0.0,51.0,0,4,-8,57.0
Good,71,114,11,80.0,12,0,0,92.0,-8,6,6,12,1,33.0,0,0,0,42.0,84.0,3,2,1,71.0
Bad,66,200,4,9.0,2,0,0,100.0,-7,7,8,15,1,50.0,0,2,2,97.0,-8.0,1,1,1,100.0
Bad,73,192,13,77.0,24,0,0,96.0,11,4,6,26,0,58.0,1,4,4,35.0,-8.0,2,2,0,80.0
Good,70,227,16,96.0,14,0,0,93.0,-8,6,6,15,0,40.0,0,1,1,103.0,-8.0,2,1,1,100.0
Bad,61,391,2,137.0,16,0,0,71.0,8,4,6,17,1,35.0,0,0,0,62.0,23.0,5,2,3,78.0
Bad,62,181,12,80.0,26,0,0,88.0,6,4,6,26,0,15.0,0,1,1,67.0,-8.0,4,1,2,67.0
Good,86,199,8,94.0,32,0,0,100.0,-7,7,8,32,1,31.0,19,0,0,18.0,39.0,3,2,0,42.0
Good,91,140,24,81.0,5,0,0,100.0,-7,7,8,5,0,40.0,-8,0,0,2.0,-8.0,1,1,0,50.0
Good,82,186,4,62.0,23,0,0,100.0,-7,7,8,23,3,30.0,3,3,3,24.0,41.0,6,2,0,67.0
Good,78,265,21,143.0,37,0,0,100.0,-7,7,8,38,0,21.0,2,3,3,47.0,-8.0,10,1,1,63.0
Good,75,385,5,80.0,52,1,0,98.0,23,6,5,56,2,41.0,5,1,1,15.0,67.0,9,3,0,54.0
Bad,86,296,7,112.0,20,0,0,100.0,-7,7,8,22,1,41.0,0,0,0,17.0,96.0,2,1,0,33.0
Good,70,166,1,70.0,45,0,0,98.0,-7,5,7,50,3,46.0,-7,0,0,69.0,93.0,7,4,5,85.0
Good,90,245,2,98.0,7,0,0,100.0,-7,7,8,8,1,63.0,21,0,0,11.0,79.0,2,2,0,80.0
Bad,59,90,11,50.0,27,0,0,96.0,76,6,6,27,1,15.0,1,2,2,68.0,83.0,11,1,2,86.0
Good,68,179,6,66.0,32,0,0,97.0,20,6,6,32,3,19.0,-7,0,0,47.0,73.0,4,3,1,50.0
Good,87,492,10,127.0,14,0,0,100.0,-7,7,8,15,1,21.0,14,0,0,9.0,-8.0,5,1,0,60.0
Bad,69,307,15,80.0,16,0,0,100.0,-7,7,8,9,0,25.0,14,0,0,60.0,0.0,8,2,5,83.0
Bad,79,13,4,8.0,3,0,0,100.0,-7,7,8,3,2,33.0,-7,3,3,2.0,-8.0,1,1,0,67.0
Good,83,-8,5,53.0,25,0,0,100.0,-7,7,8,26,2,4.0,-7,1,1,18.0,-8.0,5,1,0,55.0
Bad,59,207,4,64.0,27,0,0,90.0,19,6,6,32,2,47.0,-7,0,0,101.0,82.0,3,3,2,100.0
Good,78,92,7,35.0,13,0,0,100.0,-7,7,8,13,1,8.0,7,0,0,19.0,-8.0,5,1,0,55.0
Good,56,182,7,105.0,16,4,4,65.0,4,0,2,20,3,25.0,0,1,1,43.0,-8.0,3,-8,1,38.0
Bad,59,255,1,87.0,16,0,0,76.0,1,4,6,17,1,41.0,-7,3,3,80.0,43.0,4,3,3,100.0
Good,77,431,1,127.0,21,1,1,96.0,23,6,2,58,2,39.0,6,0,0,10.0,95.0,1,3,0,33.0
Bad,78,175,5,93.0,27,0,0,100.0,-7,7,8,28,2,7.0,0,2,2,19.0,-8.0,6,1,1,41.0
Bad,68,374,4,72.0,21,0,0,95.0,2,4,6,22,5,36.0,0,0,0,45.0,79.0,5,2,1,70.0
Bad,73,216,1,72.0,41,0,0,100.0,-7,7,8,42,4,24.0,0,10,10,25.0,88.0,3,4,0,50.0
Bad,70,258,3,43.0,27,1,1,100.0,-7,6,8,41,8,15.0,0,6,6,5.0,58.0,12,2,0,67.0
Good,79,161,16,92.0,18,0,0,100.0,-7,7,8,20,0,40.0,-7,0,0,65.0,71.0,3,2,2,83.0
Good,69,225,12,103.0,20,0,0,85.0,10,4,6,20,0,25.0,0,0,0,28.0,47.0,7,2,0,90.0
Bad,77,278,0,73.0,15,0,0,94.0,38,6,6,16,2,31.0,0,0,0,22.0,-8.0,6,1,2,64.0
Good,75,142,6,70.0,16,0,0,100.0,-7,7,8,18,4,56.0,0,1,1,67.0,101.0,2,2,1,100.0
Bad,60,100,6,57.0,36,0,0,92.0,1,4,6,36,2,61.0,0,1,1,50.0,75.0,6,3,1,90.0
Good,88,368,10,155.0,16,0,0,100.0,-7,7,8,17,1,18.0,2,1,1,7.0,-8.0,4,1,0,71.0
Bad,59,225,2,73.0,52,0,0,98.0,8,4,6,54,6,54.0,0,6,6,45.0,28.0,7,3,2,83.0
Good,80,208,12,76.0,30,1,0,97.0,23,6,5,31,0,13.0,0,0,0,1.0,71.0,5,2,0,35.0
Bad,83,182,18,89.0,8,0,0,100.0,-7,7,8,8,0,13.0,0,4,4,28.0,-8.0,1,-8,0,20.0
Bad,68,126,4,60.0,13,2,2,87.0,32,6,2,15,2,73.0,-7,8,8,56.0,85.0,1,5,0,100.0
Good,83,154,4,57.0,13,0,0,93.0,-8,6,6,14,1,43.0,0,0,0,4.0,80.0,1,4,1,45.0
Good,64,233,6,89.0,39,0,0,100.0,-7,7,8,39,1,33.0,0,1,1,63.0,82.0,7,7,3,78.0
Bad,71,94,4,54.0,13,1,0,56.0,26,6,5,18,2,39.0,-7,1,1,0.0,95.0,0,2,0,33.0
Good,85,177,2,84.0,30,0,0,100.0,-7,7,8,35,1,33.0,-7,2,2,12.0,74.0,2,5,0,47.0
Bad,78,50,15,32.0,5,0,0,100.0,-7,7,8,5,0,60.0,0,4,2,11.0,51.0,1,2,0,75.0
Good,85,293,20,94.0,36,0,0,100.0,-7,7,8,37,0,38.0,-8,0,0,1.0,63.0,2,3,0,56.0
Good,69,338,2,62.0,22,0,0,96.0,12,6,6,23,3,35.0,0,4,4,25.0,100.0,3,2,1,45.0
Bad,65,388,4,51.0,11,1,1,100.0,-7,7,8,13,8,42.0,0,0,0,80.0,95.0,6,1,2,100.0
Bad,56,91,16,54.0,4,6,2,27.0,12,6,3,11,0,55.0,0,8,8,104.0,86.0,2,1,1,100.0
Good,73,261,4,66.0,31,0,0,100.0,-7,7,8,31,8,16.0,0,3,3,18.0,-8.0,7,2,1,53.0
Bad,66,87,13,38.0,14,1,1,93.0,29,6,6,16,0,67.0,0,0,0,48.0,75.0,2,3,1,83.0
Good,78,167,8,84.0,29,0,0,100.0,-7,7,8,43,3,30.0,0,1,1,24.0,84.0,6,4,0,71.0
Bad,70,21,7,14.0,4,0,0,100.0,-7,7,8,4,2,75.0,0,6,6,-8.0,89.0,-8,2,-8,100.0
Good,66,92,3,63.0,30,1,0,94.0,4,3,5,10,4,32.0,2,4,4,4.0,73.0,4,2,0,43.0
Bad,76,129,11,52.0,10,0,0,100.0,-7,7,8,10,1,60.0,0,1,1,6.0,95.0,2,3,-8,83.0
Good,83,197,3,62.0,18,0,0,100.0,-7,6,7,32,3,39.0,3,2,2,22.0,50.0,5,3,0,90.0
Bad,70,341,26,107.0,17,3,3,75.0,6,0,2,20,0,10.0,0,2,1,9.0,-8.0,3,1,0,40.0
Bad,58,231,13,73.0,20,2,2,90.0,4,4,6,23,0,24.0,0,2,2,54.0,39.0,2,4,1,60.0
Bad,69,242,8,100.0,30,0,0,88.0,46,6,6,32,1,50.0,0,3,3,47.0,56.0,4,4,2,100.0
Bad,79,382,4,63.0,63,0,0,100.0,-7,7,8,64,3,8.0,6,0,0,10.0,10.0,2,2,1,15.0
Good,76,164,7,72.0,29,0,0,86.0,45,6,6,29,2,14.0,0,0,0,3.0,14.0,4,1,1,36.0
Bad,56,56,1,27.0,16,0,0,100.0,-7,7,8,17,4,12.0,-7,0,0,74.0,36.0,9,2,5,80.0
Good,86,152,2,71.0,19,0,0,100.0,-7,7,8,20,1,50.0,0,4,4,2.0,-8.0,1,1,0,29.0
Bad,63,169,6,72.0,46,1,1,93.0,73,0,6,46,6,30.0,-7,0,0,24.0,72.0,5,5,1,50.0
Bad,73,376,7,166.0,17,2,2,89.0,30,6,4,19,1,32.0,0,0,0,82.0,-8.0,8,1,2,100.0
Good,75,274,3,44.0,22,0,0,95.0,26,6,6,22,5,32.0,0,5,4,1.0,-8.0,2,3,0,45.0
Good,84,223,5,84.0,28,0,0,100.0,-7,7,8,28,1,43.0,15,0,0,5.0,75.0,4,4,0,73.0
Good,65,287,16,82.0,31,4,2,85.0,45,6,5,34,0,62.0,3,1,1,84.0,72.0,2,5,2,89.0
Bad,67,282,11,108.0,37,0,0,95.0,3,4,6,40,1,43.0,0,1,1,68.0,58.0,5,3,2,80.0
Bad,67,110,7,46.0,33,1,1,97.0,9,4,4,38,1,26.0,-7,1,1,41.0,23.0,9,2,2,87.0
Bad,75,212,23,105.0,11,0,0,82.0,21,6,6,11,0,45.0,-7,1,1,13.0,-8.0,1,1,0,100.0
Good,68,196,2,68.0,11,1,1,92.0,3,1,3,13,4,54.0,2,2,2,9.0,95.0,1,2,0,75.0
Bad,57,323,5,92.0,13,2,1,67.0,4,4,3,15,1,27.0,-7,2,2,61.0,61.0,2,3,1,63.0
Bad,55,108,6,42.0,18,1,1,83.0,1,4,6,18,1,50.0,0,9,9,83.0,62.0,7,2,4,90.0
Good,89,219,2,75.0,11,0,0,100.0,-7,7,8,12,1,17.0,0,0,0,4.0,-8.0,3,1,0,57.0
Good,82,340,1,87.0,45,0,0,100.0,-7,5,8,49,6,27.0,0,10,10,3.0,82.0,6,5,0,44.0
Bad,55,152,66,113.0,13,7,6,65.0,4,0,2,23,0,22.0,0,1,1,56.0,-8.0,2,1,2,57.0
Bad,81,101,20,41.0,12,0,0,100.0,-7,7,8,12,0,42.0,0,2,2,6.0,-8.0,1,4,0,83.0
Bad,79,330,9,93.0,29,0,0,100.0,-7,7,8,21,2,41.0,0,3,3,26.0,75.0,7,2,1,69.0
Bad,68,260,7,72.0,21,1,1,96.0,3,1,3,23,1,39.0,1,1,1,9.0,80.0,5,2,0,70.0
Bad,83,149,13,80.0,13,0,0,100.0,-7,7,8,13,0,46.0,8,0,0,26.0,82.0,3,1,0,80.0
Bad,61,457,7,97.0,27,1,0,89.0,6,4,5,28,1,21.0,0,2,2,55.0,77.0,12,2,5,78.0
Bad,83,96,4,198.0,15,1,0,94.0,52,6,5,16,4,13.0,-7,1,1,5.0,-8.0,4,-8,0,50.0
Good,89,425,19,186.0,16,0,0,100.0,-7,7,8,16,0,19.0,0,0,0,0.0,-8.0,2,-8,0,50.0
Bad,83,108,17,69.0,8,0,0,100.0,-7,7,8,8,0,63.0,4,1,1,21.0,72.0,1,1,0,67.0
Bad,59,243,11,79.0,38,1,1,76.0,7,4,6,43,1,50.0,0,1,1,63.0,78.0,7,4,4,86.0
Bad,67,-8,4,20.0,17,1,1,100.0,-7,6,8,18,8,17.0,-7,1,1,10.0,89.0,2,2,1,29.0
Bad,56,58,33,46.0,2,0,0,50.0,2,4,6,2,0,100.0,0,6,6,-8.0,-8.0,-8,1,-8,100.0
Bad,56,419,4,61.0,31,1,0,76.0,1,4,5,33,6,30.0,0,0,0,44.0,79.0,9,3,1,80.0
Bad,74,565,4,148.0,24,0,0,96.0,62,6,6,24,2,13.0,-7,0,0,34.0,90.0,6,1,1,58.0
Bad,69,83,14,162.0,18,0,0,94.0,46,6,6,17,0,6.0,5,1,1,60.0,-8.0,9,-8,2,69.0
Good,92,233,25,152.0,35,0,0,100.0,-7,7,8,36,0,11.0,-8,0,0,0.0,-8.0,2,1,0,38.0
Good,71,173,5,73.0,25,1,1,100.0,-7,7,8,25,2,32.0,-7,0,0,45.0,55.0,5,3,3,64.0
Good,79,214,4,85.0,37,0,0,97.0,8,4,6,15,2,27.0,4,2,2,6.0,78.0,3,3,0,38.0
Bad,59,224,17,122.0,13,3,2,58.0,8,2,2,33,0,32.0,-7,0,0,55.0,47.0,4,4,0,62.0
Bad,57,132,2,46.0,59,0,0,98.0,3,4,6,62,10,67.0,1,4,4,40.0,94.0,9,11,4,84.0
Bad,65,145,1,47.0,21,0,0,96.0,8,4,6,23,4,52.0,3,3,3,60.0,68.0,7,3,1,91.0
Good,83,177,6,77.0,40,1,0,98.0,49,6,5,41,3,54.0,0,1,1,19.0,70.0,3,5,0,62.0
Good,91,473,18,161.0,20,0,0,100.0,-7,7,8,21,0,33.0,0,0,0,3.0,-8.0,3,-8,0,38.0
Bad,63,97,5,53.0,17,0,0,88.0,18,6,6,18,2,18.0,0,4,4,65.0,79.0,3,1,1,44.0
Bad,61,119,5,60.0,8,1,1,78.0,8,4,3,9,1,67.0,0,0,0,115.0,78.0,1,2,1,75.0
Good,71,176,14,79.0,29,0,0,97.0,11,6,6,33,0,14.0,0,2,2,15.0,-8.0,3,1,2,40.0
Bad,86,129,13,74.0,17,0,0,100.0,-7,7,8,17,0,35.0,0,0,0,10.0,-8.0,3,1,0,80.0
Bad,75,172,2,47.0,10,0,0,100.0,-7,7,8,11,5,18.0,0,1,1,32.0,-8.0,5,-8,1,83.0
Bad,61,218,2,87.0,60,0,0,98.0,14,6,6,18,8,38.0,0,7,7,74.0,81.0,11,7,6,74.0
Bad,68,156,6,46.0,10,1,0,91.0,-8,6,5,11,2,27.0,-7,2,1,74.0,89.0,4,2,3,75.0
Good,79,275,0,91.0,13,0,0,86.0,6,4,6,14,3,29.0,6,0,0,0.0,-8.0,1,1,0,33.0
Bad,56,274,15,91.0,29,2,1,78.0,4,4,3,32,0,3.0,0,0,0,33.0,-8.0,14,-8,3,56.0
Good,81,160,5,79.0,27,0,0,100.0,-7,7,8,21,2,56.0,-7,0,0,46.0,26.0,3,3,1,67.0
Good,75,264,7,89.0,54,0,0,98.0,24,6,6,55,1,36.0,0,1,1,33.0,55.0,5,4,1,67.0
